woman,district,use,use4,lc,age,urban,educ,hindu,d_lit,d_pray,cons
543.0000,11.00000,0.000000,4.000000,3.000000,19.00000,0.000000,1.000000,0.000000,0.000000,0.690000,1.000000
544.0000,11.00000,0.000000,4.000000,0.000000,-4.00000,0.000000,1.000000,0.000000,0.000000,0.690000,1.000000
545.0000,11.00000,0.000000,4.000000,2.000000,-4.00000,0.000000,1.000000,0.000000,0.000000,0.690000,1.000000
546.0000,11.00000,0.000000,4.000000,1.000000,-6.00000,0.000000,1.000000,0.000000,0.000000,0.690000,1.000000
547.0000,11.00000,0.000000,4.000000,1.000000,7.999999,0.000000,1.000000,0.000000,0.000000,0.690000,1.000000
548.0000,11.00000,0.000000,4.000000,0.000000,-3.00000,0.000000,4.000000,0.000000,0.000000,0.690000,1.000000
549.0000,11.00000,1.000000,1.000000,2.000000,3.999999,0.000000,3.000000,1.000000,0.000000,0.690000,1.000000
550.0000,11.00000,0.000000,4.000000,1.000000,1.999999,0.000000,1.000000,1.000000,0.000000,0.690000,1.000000
551.0000,11.00000,0.000000,4.000000,1.000000,-0.00000,0.000000,4.000000,1.000000,0.000000,0.690000,1.000000
552.0000,11.00000,0.000000,4.000000,0.000000,-12.0000,0.000000,3.000000,1.000000,0.000000,0.690000,1.000000
553.0000,11.00000,0.000000,4.000000,2.000000,-3.00000,0.000000,1.000000,0.000000,0.000000,0.690000,1.000000
554.0000,11.00000,0.000000,4.000000,3.000000,1.999999,0.000000,1.000000,0.000000,0.000000,0.690000,1.000000
555.0000,11.00000,0.000000,4.000000,1.000000,-9.00000,0.000000,3.000000,0.000000,0.000000,0.690000,1.000000
556.0000,11.00000,0.000000,4.000000,0.000000,-9.00000,0.000000,1.000000,0.000000,0.000000,0.690000,1.000000
557.0000,11.00000,0.000000,4.000000,0.000000,-7.00000,0.000000,1.000000,0.000000,0.000000,0.690000,1.000000
558.0000,11.00000,0.000000,4.000000,3.000000,18.00000,0.000000,1.000000,0.000000,0.000000,0.690000,1.000000
559.0000,12.00000,1.000000,3.000000,3.000000,8.999999,1.000000,4.000000,0.000000,0.100000,0.440000,1.000000
560.0000,12.00000,0.000000,4.000000,1.000000,-3.00000,1.000000,1.000000,1.000000,0.100000,0.440000,1.000000
561.0000,12.00000,0.000000,4.000000,3.000000,18.00000,1.000000,3.000000,1.000000,0.100000,0.440000,1.000000
562.0000,12.00000,0.000000,4.000000,2.000000,-6.00000,1.000000,1.000000,1.000000,0.100000,0.440000,1.000000
563.0000,12.00000,1.000000,3.000000,2.000000,-1.00000,1.000000,4.000000,1.000000,0.100000,0.440000,1.000000
564.0000,12.00000,1.000000,3.000000,0.000000,3.999999,1.000000,4.000000,1.000000,0.100000,0.440000,1.000000
565.0000,12.00000,0.000000,4.000000,3.000000,-4.00000,1.000000,2.000000,1.000000,0.100000,0.440000,1.000000
566.0000,12.00000,0.000000,4.000000,0.000000,-9.00000,1.000000,4.000000,0.000000,0.100000,0.440000,1.000000
567.0000,12.00000,0.000000,4.000000,3.000000,17.00000,1.000000,3.000000,1.000000,0.100000,0.440000,1.000000
568.0000,12.00000,1.000000,3.000000,3.000000,8.999999,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
569.0000,12.00000,0.000000,4.000000,1.000000,-8.00000,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
570.0000,12.00000,0.000000,4.000000,3.000000,19.00000,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
571.0000,12.00000,0.000000,4.000000,0.000000,-8.00000,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
572.0000,12.00000,0.000000,4.000000,3.000000,5.999999,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
573.0000,12.00000,0.000000,4.000000,1.000000,8.999999,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
574.0000,12.00000,0.000000,4.000000,0.000000,-2.00000,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
575.0000,12.00000,0.000000,4.000000,3.000000,2.999999,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
576.0000,12.00000,0.000000,4.000000,0.000000,2.999999,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
577.0000,12.00000,1.000000,3.000000,0.000000,-6.00000,0.000000,3.000000,0.000000,0.100000,0.440000,1.000000
578.0000,12.00000,0.000000,4.000000,3.000000,4.999999,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
579.0000,12.00000,1.000000,3.000000,0.000000,-12.0000,0.000000,2.000000,0.000000,0.100000,0.440000,1.000000
580.0000,12.00000,0.000000,4.000000,0.000000,-5.00000,0.000000,2.000000,0.000000,0.100000,0.440000,1.000000
581.0000,12.00000,0.000000,4.000000,3.000000,-2.00000,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
582.0000,12.00000,0.000000,4.000000,3.000000,1.999999,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
583.0000,12.00000,0.000000,4.000000,2.000000,-6.00000,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
584.0000,12.00000,0.000000,4.000000,3.000000,14.99999,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
585.0000,12.00000,1.000000,3.000000,3.000000,1.999999,0.000000,1.000000,1.000000,0.100000,0.440000,1.000000
586.0000,12.00000,0.000000,4.000000,2.000000,-6.00000,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
587.0000,12.00000,1.000000,1.000000,1.000000,-2.00000,0.000000,1.000000,1.000000,0.100000,0.440000,1.000000
588.0000,12.00000,0.000000,4.000000,3.000000,4.999999,0.000000,1.000000,1.000000,0.100000,0.440000,1.000000
589.0000,12.00000,1.000000,1.000000,3.000000,18.00000,0.000000,1.000000,1.000000,0.100000,0.440000,1.000000
590.0000,12.00000,1.000000,1.000000,1.000000,-0.00000,0.000000,1.000000,1.000000,0.100000,0.440000,1.000000
591.0000,12.00000,0.000000,4.000000,3.000000,9.999999,0.000000,2.000000,0.000000,0.100000,0.440000,1.000000
592.0000,12.00000,0.000000,4.000000,0.000000,-8.00000,0.000000,1.000000,1.000000,0.100000,0.440000,1.000000
593.0000,12.00000,0.000000,4.000000,3.000000,8.999999,0.000000,1.000000,1.000000,0.100000,0.440000,1.000000
594.0000,12.00000,1.000000,1.000000,3.000000,3.999999,0.000000,1.000000,1.000000,0.100000,0.440000,1.000000
595.0000,12.00000,0.000000,4.000000,3.000000,2.999999,0.000000,1.000000,1.000000,0.100000,0.440000,1.000000
596.0000,12.00000,1.000000,2.000000,0.000000,-14.0000,0.000000,1.000000,1.000000,0.100000,0.440000,1.000000
597.0000,12.00000,1.000000,1.000000,3.000000,10.99999,0.000000,1.000000,1.000000,0.100000,0.440000,1.000000
598.0000,12.00000,0.000000,4.000000,2.000000,-3.00000,0.000000,3.000000,0.000000,0.100000,0.440000,1.000000
599.0000,12.00000,0.000000,4.000000,3.000000,5.999999,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
600.0000,12.00000,0.000000,4.000000,2.000000,-2.00000,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
601.0000,12.00000,1.000000,1.000000,3.000000,7.999999,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
602.0000,12.00000,1.000000,3.000000,1.000000,-1.00000,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
603.0000,12.00000,0.000000,4.000000,0.000000,6.999999,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
604.0000,12.00000,0.000000,4.000000,0.000000,-5.00000,0.000000,1.000000,0.000000,0.100000,0.440000,1.000000
605.0000,13.00000,0.000000,4.000000,3.000000,9.999999,1.000000,2.000000,0.000000,0.130000,0.630000,1.000000
606.0000,13.00000,0.000000,4.000000,0.000000,-12.0000,1.000000,4.000000,0.000000,0.130000,0.630000,1.000000
607.0000,13.00000,1.000000,1.000000,3.000000,-3.00000,1.000000,3.000000,0.000000,0.130000,0.630000,1.000000
608.0000,13.00000,1.000000,3.000000,3.000000,5.999999,1.000000,1.000000,0.000000,0.130000,0.630000,1.000000
609.0000,13.00000,1.000000,2.000000,0.000000,-8.00000,1.000000,4.000000,0.000000,0.130000,0.630000,1.000000
610.0000,13.00000,0.000000,4.000000,1.000000,-13.0000,1.000000,1.000000,0.000000,0.130000,0.630000,1.000000
611.0000,13.00000,1.000000,1.000000,1.000000,-4.00000,1.000000,1.000000,0.000000,0.130000,0.630000,1.000000
612.0000,13.00000,0.000000,4.000000,0.000000,-9.00000,1.000000,4.000000,0.000000,0.130000,0.630000,1.000000
613.0000,13.00000,0.000000,4.000000,0.000000,-6.00000,1.000000,4.000000,0.000000,0.130000,0.630000,1.000000
614.0000,13.00000,0.000000,4.000000,3.000000,-3.00000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
615.0000,13.00000,0.000000,4.000000,3.000000,15.99999,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
616.0000,13.00000,1.000000,3.000000,3.000000,-0.00000,0.000000,3.000000,0.000000,0.130000,0.630000,1.000000
617.0000,13.00000,0.000000,4.000000,1.000000,-1.00000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
618.0000,13.00000,0.000000,4.000000,3.000000,18.00000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
619.0000,13.00000,0.000000,4.000000,3.000000,18.00000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
620.0000,13.00000,1.000000,3.000000,3.000000,-2.00000,0.000000,3.000000,0.000000,0.130000,0.630000,1.000000
621.0000,13.00000,0.000000,4.000000,3.000000,6.999999,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
622.0000,13.00000,0.000000,4.000000,0.000000,-3.00000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
623.0000,13.00000,0.000000,4.000000,3.000000,2.999999,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
624.0000,13.00000,0.000000,4.000000,3.000000,14.99999,0.000000,1.000000,1.000000,0.130000,0.630000,1.000000
625.0000,13.00000,0.000000,4.000000,1.000000,-0.00000,0.000000,3.000000,1.000000,0.130000,0.630000,1.000000
626.0000,13.00000,1.000000,3.000000,2.000000,9.999999,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
627.0000,13.00000,1.000000,3.000000,2.000000,-8.00000,0.000000,2.000000,0.000000,0.130000,0.630000,1.000000
628.0000,13.00000,0.000000,4.000000,3.000000,17.00000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
629.0000,13.00000,0.000000,4.000000,0.000000,9.999999,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
630.0000,13.00000,0.000000,4.000000,0.000000,-8.00000,0.000000,3.000000,0.000000,0.130000,0.630000,1.000000
631.0000,13.00000,1.000000,2.000000,0.000000,-12.0000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
632.0000,13.00000,0.000000,4.000000,3.000000,13.99999,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
633.0000,13.00000,0.000000,4.000000,3.000000,2.999999,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
634.0000,13.00000,1.000000,3.000000,3.000000,-0.00000,0.000000,2.000000,0.000000,0.130000,0.630000,1.000000
635.0000,13.00000,0.000000,4.000000,0.000000,-9.00000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
636.0000,13.00000,0.000000,4.000000,0.000000,12.99999,0.000000,2.000000,0.000000,0.130000,0.630000,1.000000
637.0000,13.00000,1.000000,2.000000,3.000000,3.999999,0.000000,2.000000,0.000000,0.130000,0.630000,1.000000
638.0000,13.00000,1.000000,3.000000,3.000000,11.99999,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
639.0000,13.00000,0.000000,4.000000,0.000000,-3.00000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
640.0000,13.00000,1.000000,2.000000,1.000000,-4.00000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
641.0000,13.00000,0.000000,4.000000,0.000000,-0.00000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
642.0000,13.00000,0.000000,4.000000,0.000000,-6.00000,0.000000,1.000000,0.000000,0.130000,0.630000,1.000000
643.0000,14.00000,0.000000,4.000000,0.000000,-10.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
644.0000,14.00000,1.000000,2.000000,0.000000,-11.0000,1.000000,3.000000,0.000000,0.150000,0.470000,1.000000
645.0000,14.00000,0.000000,4.000000,1.000000,-11.0000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
646.0000,14.00000,1.000000,2.000000,2.000000,-1.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
647.0000,14.00000,0.000000,4.000000,1.000000,-12.0000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
648.0000,14.00000,0.000000,4.000000,0.000000,-9.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
649.0000,14.00000,1.000000,2.000000,0.000000,-12.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
650.0000,14.00000,0.000000,4.000000,1.000000,1.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
651.0000,14.00000,0.000000,4.000000,0.000000,6.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
652.0000,14.00000,0.000000,4.000000,0.000000,-0.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
653.0000,14.00000,1.000000,2.000000,1.000000,-7.00000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
654.0000,14.00000,0.000000,4.000000,1.000000,-4.00000,1.000000,3.000000,0.000000,0.150000,0.470000,1.000000
655.0000,14.00000,1.000000,3.000000,0.000000,-10.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
656.0000,14.00000,1.000000,1.000000,3.000000,9.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
657.0000,14.00000,1.000000,2.000000,0.000000,-8.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
658.0000,14.00000,1.000000,2.000000,2.000000,-3.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
659.0000,14.00000,0.000000,4.000000,3.000000,2.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
660.0000,14.00000,1.000000,2.000000,1.000000,2.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
661.0000,14.00000,1.000000,2.000000,2.000000,-2.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
662.0000,14.00000,0.000000,4.000000,0.000000,-13.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
663.0000,14.00000,1.000000,2.000000,0.000000,-12.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
664.0000,14.00000,1.000000,2.000000,1.000000,-5.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
665.0000,14.00000,1.000000,2.000000,3.000000,6.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
666.0000,14.00000,0.000000,4.000000,0.000000,-11.0000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
667.0000,14.00000,1.000000,2.000000,1.000000,-8.00000,1.000000,3.000000,0.000000,0.150000,0.470000,1.000000
668.0000,14.00000,1.000000,1.000000,3.000000,11.99999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
669.0000,14.00000,0.000000,4.000000,1.000000,-8.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
670.0000,14.00000,1.000000,1.000000,3.000000,1.999999,1.000000,1.000000,1.000000,0.150000,0.470000,1.000000
671.0000,14.00000,1.000000,2.000000,2.000000,-1.00000,1.000000,1.000000,1.000000,0.150000,0.470000,1.000000
672.0000,14.00000,0.000000,4.000000,0.000000,-11.0000,1.000000,1.000000,1.000000,0.150000,0.470000,1.000000
673.0000,14.00000,0.000000,4.000000,0.000000,-11.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
674.0000,14.00000,1.000000,2.000000,0.000000,-9.00000,1.000000,1.000000,1.000000,0.150000,0.470000,1.000000
675.0000,14.00000,0.000000,4.000000,3.000000,7.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
676.0000,14.00000,0.000000,4.000000,0.000000,-13.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
677.0000,14.00000,0.000000,4.000000,2.000000,-7.00000,1.000000,3.000000,0.000000,0.150000,0.470000,1.000000
678.0000,14.00000,0.000000,4.000000,1.000000,-7.00000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
679.0000,14.00000,1.000000,2.000000,0.000000,-9.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
680.0000,14.00000,1.000000,3.000000,3.000000,13.99999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
681.0000,14.00000,1.000000,3.000000,3.000000,15.99999,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
682.0000,14.00000,1.000000,1.000000,3.000000,5.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
683.0000,14.00000,1.000000,3.000000,3.000000,15.99999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
684.0000,14.00000,1.000000,2.000000,0.000000,-12.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
685.0000,14.00000,1.000000,2.000000,1.000000,-8.00000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
686.0000,14.00000,1.000000,1.000000,3.000000,2.999999,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
687.0000,14.00000,1.000000,3.000000,1.000000,-6.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
688.0000,14.00000,1.000000,2.000000,0.000000,-7.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
689.0000,14.00000,1.000000,2.000000,2.000000,-3.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
690.0000,14.00000,1.000000,2.000000,2.000000,-8.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
691.0000,14.00000,1.000000,1.000000,2.000000,0.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
692.0000,14.00000,0.000000,4.000000,1.000000,-6.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
693.0000,14.00000,0.000000,4.000000,3.000000,15.99999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
694.0000,14.00000,1.000000,2.000000,3.000000,-2.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
695.0000,14.00000,0.000000,4.000000,0.000000,-11.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
696.0000,14.00000,1.000000,2.000000,2.000000,1.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
697.0000,14.00000,1.000000,3.000000,3.000000,4.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
698.0000,14.00000,0.000000,4.000000,3.000000,-0.00000,1.000000,3.000000,0.000000,0.150000,0.470000,1.000000
699.0000,14.00000,1.000000,2.000000,3.000000,8.999999,1.000000,3.000000,0.000000,0.150000,0.470000,1.000000
700.0000,14.00000,1.000000,2.000000,3.000000,3.999999,1.000000,4.000000,1.000000,0.150000,0.470000,1.000000
701.0000,14.00000,1.000000,1.000000,3.000000,-2.00000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
702.0000,14.00000,1.000000,3.000000,0.000000,-14.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
703.0000,14.00000,1.000000,2.000000,0.000000,-14.0000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
704.0000,14.00000,1.000000,2.000000,3.000000,5.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
705.0000,14.00000,0.000000,4.000000,0.000000,1.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
706.0000,14.00000,1.000000,2.000000,2.000000,-5.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
707.0000,14.00000,0.000000,4.000000,0.000000,-9.00000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
708.0000,14.00000,1.000000,2.000000,0.000000,-11.0000,1.000000,3.000000,0.000000,0.150000,0.470000,1.000000
709.0000,14.00000,0.000000,4.000000,1.000000,-5.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
710.0000,14.00000,0.000000,4.000000,3.000000,11.99999,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
711.0000,14.00000,1.000000,2.000000,0.000000,-10.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
712.0000,14.00000,1.000000,1.000000,3.000000,3.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
713.0000,14.00000,1.000000,2.000000,3.000000,9.999999,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
714.0000,14.00000,1.000000,2.000000,0.000000,-12.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
715.0000,14.00000,0.000000,4.000000,0.000000,-4.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
716.0000,14.00000,0.000000,4.000000,3.000000,1.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
717.0000,14.00000,0.000000,4.000000,0.000000,-11.0000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
718.0000,14.00000,1.000000,2.000000,0.000000,-9.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
719.0000,14.00000,1.000000,2.000000,3.000000,1.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
720.0000,14.00000,1.000000,3.000000,3.000000,3.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
721.0000,14.00000,1.000000,3.000000,3.000000,-0.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
722.0000,14.00000,1.000000,2.000000,3.000000,6.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
723.0000,14.00000,0.000000,4.000000,1.000000,-11.0000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
724.0000,14.00000,0.000000,4.000000,0.000000,-7.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
725.0000,14.00000,1.000000,1.000000,2.000000,2.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
726.0000,14.00000,1.000000,2.000000,0.000000,-10.0000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
727.0000,14.00000,0.000000,4.000000,0.000000,-4.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
728.0000,14.00000,0.000000,4.000000,1.000000,5.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
729.0000,14.00000,1.000000,2.000000,2.000000,-5.00000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
730.0000,14.00000,1.000000,2.000000,1.000000,-6.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
731.0000,14.00000,0.000000,4.000000,1.000000,-9.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
732.0000,14.00000,1.000000,2.000000,2.000000,-0.00000,1.000000,3.000000,0.000000,0.150000,0.470000,1.000000
733.0000,14.00000,1.000000,3.000000,3.000000,17.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
734.0000,14.00000,1.000000,2.000000,3.000000,-5.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
735.0000,14.00000,0.000000,4.000000,0.000000,-9.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
736.0000,14.00000,1.000000,2.000000,2.000000,-8.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
737.0000,14.00000,1.000000,3.000000,1.000000,-7.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
738.0000,14.00000,0.000000,4.000000,3.000000,13.99999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
739.0000,14.00000,1.000000,2.000000,3.000000,5.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
740.0000,14.00000,0.000000,4.000000,1.000000,-5.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
741.0000,14.00000,1.000000,2.000000,2.000000,2.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
742.0000,14.00000,0.000000,4.000000,0.000000,1.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
743.0000,14.00000,0.000000,4.000000,1.000000,-9.00000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
744.0000,14.00000,1.000000,2.000000,1.000000,-2.00000,1.000000,3.000000,0.000000,0.150000,0.470000,1.000000
745.0000,14.00000,1.000000,2.000000,1.000000,-9.00000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
746.0000,14.00000,1.000000,2.000000,3.000000,-1.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
747.0000,14.00000,1.000000,1.000000,3.000000,-0.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
748.0000,14.00000,1.000000,2.000000,1.000000,-7.00000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
749.0000,14.00000,1.000000,2.000000,3.000000,2.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
750.0000,14.00000,1.000000,2.000000,1.000000,-5.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
751.0000,14.00000,1.000000,3.000000,3.000000,12.99999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
752.0000,14.00000,1.000000,2.000000,0.000000,-0.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
753.0000,14.00000,1.000000,2.000000,3.000000,2.999999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
754.0000,14.00000,1.000000,2.000000,3.000000,6.999999,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
755.0000,14.00000,1.000000,2.000000,2.000000,-0.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
756.0000,14.00000,0.000000,4.000000,0.000000,-2.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
757.0000,14.00000,1.000000,2.000000,0.000000,-13.0000,1.000000,3.000000,0.000000,0.150000,0.470000,1.000000
758.0000,14.00000,0.000000,4.000000,0.000000,-10.0000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
759.0000,14.00000,0.000000,4.000000,2.000000,18.00000,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
760.0000,14.00000,1.000000,3.000000,3.000000,6.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
761.0000,14.00000,1.000000,2.000000,0.000000,-9.00000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
762.0000,14.00000,1.000000,1.000000,3.000000,10.99999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
763.0000,14.00000,1.000000,3.000000,3.000000,12.99999,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
764.0000,14.00000,1.000000,2.000000,1.000000,-10.0000,1.000000,4.000000,0.000000,0.150000,0.470000,1.000000
765.0000,14.00000,1.000000,1.000000,3.000000,4.999999,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
766.0000,14.00000,1.000000,2.000000,1.000000,-8.00000,1.000000,3.000000,0.000000,0.150000,0.470000,1.000000
767.0000,14.00000,1.000000,1.000000,3.000000,4.999999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
768.0000,14.00000,0.000000,4.000000,0.000000,-11.0000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
769.0000,14.00000,0.000000,4.000000,2.000000,13.99999,1.000000,1.000000,0.000000,0.150000,0.470000,1.000000
770.0000,14.00000,1.000000,2.000000,1.000000,-4.00000,1.000000,4.000000,1.000000,0.150000,0.470000,1.000000
771.0000,14.00000,1.000000,2.000000,1.000000,-8.00000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
772.0000,14.00000,1.000000,2.000000,2.000000,-5.00000,1.000000,2.000000,0.000000,0.150000,0.470000,1.000000
