school	student	normexam	cons	standlrt	girl	schgend	avslrt	schav	vrband
14.00	181.00	-0.13	1.00	0.12	1.00	mixedsch	0.33	high	vb2
14.00	182.00	1.11	1.00	0.37	1.00	mixedsch	0.33	high	vb2
14.00	183.00	0.48	1.00	0.12	0.00	mixedsch	0.33	high	vb2
14.00	184.00	0.26	1.00	-0.87	1.00	mixedsch	0.33	high	vb2
14.00	185.00	0.61	1.00	-0.21	1.00	mixedsch	0.33	high	vb2
14.00	186.00	-0.27	1.00	0.21	1.00	mixedsch	0.33	high	vb2
14.00	187.00	0.90	1.00	0.45	0.00	mixedsch	0.33	high	vb2
14.00	188.00	-0.34	1.00	0.21	1.00	mixedsch	0.33	high	vb2
14.00	189.00	0.97	1.00	-1.03	1.00	mixedsch	0.33	high	vb2
14.00	190.00	-0.56	1.00	0.04	0.00	mixedsch	0.33	high	vb2
14.00	191.00	-0.62	1.00	-1.12	1.00	mixedsch	0.33	high	vb3
14.00	192.00	0.00	1.00	1.36	0.00	mixedsch	0.33	high	vb1
14.00	193.00	0.26	1.00	0.54	0.00	mixedsch	0.33	high	vb2
14.00	194.00	-1.53	1.00	-0.46	0.00	mixedsch	0.33	high	vb2
14.00	195.00	-0.94	1.00	0.62	1.00	mixedsch	0.33	high	vb1
14.00	196.00	-1.84	1.00	-1.28	0.00	mixedsch	0.33	high	vb2
14.00	197.00	1.18	1.00	0.70	1.00	mixedsch	0.33	high	vb1
14.00	198.00	0.54	1.00	1.03	0.00	mixedsch	0.33	high	vb1
15.00	1.00	-0.85	1.00	-0.62	1.00	mixedsch	0.27	high	vb2
15.00	2.00	-0.20	1.00	0.21	1.00	mixedsch	0.27	high	vb1
15.00	3.00	-0.62	1.00	-0.79	1.00	mixedsch	0.27	high	vb2
15.00	4.00	-0.13	1.00	-0.04	1.00	mixedsch	0.27	high	vb2
15.00	5.00	0.13	1.00	0.87	0.00	mixedsch	0.27	high	vb1
15.00	6.00	2.20	1.00	0.95	0.00	mixedsch	0.27	high	vb1
15.00	7.00	1.58	1.00	1.61	1.00	mixedsch	0.27	high	vb1
15.00	8.00	0.26	1.00	1.03	0.00	mixedsch	0.27	high	vb1
15.00	9.00	-1.22	1.00	1.03	0.00	mixedsch	0.27	high	vb1
15.00	10.00	1.58	1.00	1.69	0.00	mixedsch	0.27	high	vb1
15.00	11.00	1.81	1.00	1.36	1.00	mixedsch	0.27	high	vb1
15.00	12.00	0.61	1.00	0.04	1.00	mixedsch	0.27	high	vb1
15.00	13.00	0.07	1.00	0.21	1.00	mixedsch	0.27	high	vb1
15.00	14.00	0.19	1.00	-0.21	0.00	mixedsch	0.27	high	vb2
15.00	15.00	0.48	1.00	-0.04	1.00	mixedsch	0.27	high	vb2
15.00	16.00	-0.49	1.00	0.21	1.00	mixedsch	0.27	high	vb2
15.00	17.00	-0.62	1.00	-0.79	0.00	mixedsch	0.27	high	vb2
15.00	18.00	0.61	1.00	1.11	0.00	mixedsch	0.27	high	vb2
15.00	19.00	-0.42	1.00	-1.03	0.00	mixedsch	0.27	high	vb3
15.00	20.00	-1.96	1.00	-0.87	1.00	mixedsch	0.27	high	vb2
15.00	21.00	1.11	1.00	1.11	0.00	mixedsch	0.27	high	vb1
15.00	22.00	-0.85	1.00	-0.62	0.00	mixedsch	0.27	high	vb2
15.00	23.00	0.33	1.00	0.29	1.00	mixedsch	0.27	high	vb2
15.00	24.00	-1.34	1.00	-0.21	0.00	mixedsch	0.27	high	vb2
15.00	25.00	0.82	1.00	1.20	1.00	mixedsch	0.27	high	vb1
15.00	26.00	0.33	1.00	1.36	0.00	mixedsch	0.27	high	vb1
15.00	27.00	1.11	1.00	1.20	1.00	mixedsch	0.27	high	vb1
15.00	28.00	-0.49	1.00	0.70	1.00	mixedsch	0.27	high	vb1
15.00	29.00	-0.34	1.00	1.28	1.00	mixedsch	0.27	high	vb1
15.00	30.00	-0.20	1.00	-0.29	0.00	mixedsch	0.27	high	vb2
15.00	31.00	-0.85	1.00	0.04	0.00	mixedsch	0.27	high	vb2
15.00	32.00	-1.62	1.00	0.12	1.00	mixedsch	0.27	high	vb2
15.00	33.00	0.19	1.00	-0.04	0.00	mixedsch	0.27	high	vb1
15.00	34.00	-1.62	1.00	-0.95	0.00	mixedsch	0.27	high	vb2
15.00	35.00	-0.13	1.00	-0.29	0.00	mixedsch	0.27	high	vb2
15.00	36.00	-0.85	1.00	-0.37	1.00	mixedsch	0.27	high	vb2
15.00	37.00	-0.20	1.00	-0.54	1.00	mixedsch	0.27	high	vb2
15.00	38.00	0.68	1.00	1.11	1.00	mixedsch	0.27	high	vb1
15.00	39.00	-0.94	1.00	-0.21	0.00	mixedsch	0.27	high	vb2
15.00	40.00	-0.94	1.00	-0.21	0.00	mixedsch	0.27	high	vb2
15.00	41.00	0.13	1.00	0.54	1.00	mixedsch	0.27	high	vb1
15.00	42.00	-0.27	1.00	0.54	1.00	mixedsch	0.27	high	vb1
15.00	43.00	-1.12	1.00	-1.03	0.00	mixedsch	0.27	high	vb2
15.00	44.00	-1.03	1.00	-1.36	1.00	mixedsch	0.27	high	vb3
15.00	45.00	-0.85	1.00	-0.95	1.00	mixedsch	0.27	high	vb2
15.00	46.00	-0.06	1.00	-0.12	1.00	mixedsch	0.27	high	vb1
15.00	47.00	1.44	1.00	0.29	1.00	mixedsch	0.27	high	vb1
15.00	48.00	-0.27	1.00	0.12	1.00	mixedsch	0.27	high	vb2
15.00	49.00	1.90	1.00	0.78	1.00	mixedsch	0.27	high	vb2
15.00	50.00	-0.06	1.00	-0.62	0.00	mixedsch	0.27	high	vb2
15.00	51.00	-1.22	1.00	0.21	0.00	mixedsch	0.27	high	vb2
15.00	52.00	-1.12	1.00	-1.03	1.00	mixedsch	0.27	high	vb1
15.00	53.00	0.00	1.00	1.45	1.00	mixedsch	0.27	high	vb1
15.00	54.00	-0.62	1.00	-0.54	0.00	mixedsch	0.27	high	vb2
15.00	55.00	2.10	1.00	1.61	1.00	mixedsch	0.27	high	vb1
15.00	56.00	0.97	1.00	1.20	0.00	mixedsch	0.27	high	vb1
15.00	57.00	-0.70	1.00	-0.62	0.00	mixedsch	0.27	high	vb2
15.00	58.00	-0.85	1.00	-0.70	1.00	mixedsch	0.27	high	vb2
15.00	59.00	0.48	1.00	-0.46	1.00	mixedsch	0.27	high	vb1
15.00	60.00	0.40	1.00	2.11	1.00	mixedsch	0.27	high	vb3
15.00	61.00	1.11	1.00	1.28	0.00	mixedsch	0.27	high	vb2
15.00	62.00	1.58	1.00	0.70	0.00	mixedsch	0.27	high	vb1
15.00	63.00	-0.06	1.00	0.37	0.00	mixedsch	0.27	high	vb1
15.00	64.00	0.13	1.00	0.29	1.00	mixedsch	0.27	high	vb2
15.00	65.00	-0.42	1.00	0.37	0.00	mixedsch	0.27	high	vb2
15.00	66.00	0.61	1.00	0.37	1.00	mixedsch	0.27	high	vb2
15.00	67.00	-0.20	1.00	-0.37	0.00	mixedsch	0.27	high	vb2
15.00	68.00	0.61	1.00	1.53	0.00	mixedsch	0.27	high	vb2
15.00	69.00	-2.51	1.00	-0.62	0.00	mixedsch	0.27	high	vb3
15.00	70.00	1.31	1.00	0.62	1.00	mixedsch	0.27	high	vb1
15.00	71.00	1.18	1.00	1.11	0.00	mixedsch	0.27	high	vb1
15.00	72.00	-1.44	1.00	0.29	1.00	mixedsch	0.27	high	vb2
15.00	73.00	0.19	1.00	-0.04	0.00	mixedsch	0.27	high	vb2
15.00	74.00	-0.62	1.00	0.95	1.00	mixedsch	0.27	high	vb1
15.00	75.00	-0.20	1.00	0.04	1.00	mixedsch	0.27	high	vb1
15.00	76.00	-0.56	1.00	0.54	0.00	mixedsch	0.27	high	vb2
15.00	77.00	-0.56	1.00	1.61	0.00	mixedsch	0.27	high	vb1
15.00	78.00	1.58	1.00	0.78	0.00	mixedsch	0.27	high	vb1
15.00	79.00	-1.03	1.00	-0.04	1.00	mixedsch	0.27	high	vb1
15.00	80.00	-0.06	1.00	0.04	1.00	mixedsch	0.27	high	vb2
15.00	81.00	-1.62	1.00	-0.46	0.00	mixedsch	0.27	high	vb2
15.00	82.00	0.68	1.00	-0.62	1.00	mixedsch	0.27	high	vb1
15.00	83.00	1.11	1.00	1.61	0.00	mixedsch	0.27	high	vb1
15.00	84.00	-0.27	1.00	-1.03	0.00	mixedsch	0.27	high	vb2
15.00	85.00	0.61	1.00	-0.04	0.00	mixedsch	0.27	high	vb1
15.00	86.00	0.75	1.00	1.45	0.00	mixedsch	0.27	high	vb1
15.00	87.00	-0.42	1.00	0.70	0.00	mixedsch	0.27	high	vb1
15.00	88.00	-0.78	1.00	-0.12	0.00	mixedsch	0.27	high	vb1
15.00	89.00	-0.62	1.00	0.62	0.00	mixedsch	0.27	high	vb2
15.00	90.00	-0.27	1.00	0.04	1.00	mixedsch	0.27	high	vb2
15.00	91.00	0.00	1.00	0.62	0.00	mixedsch	0.27	high	vb1
16.00	1.00	0.48	1.00	0.95	1.00	girlsch	0.32	high	vb2
16.00	2.00	-0.85	1.00	0.45	1.00	girlsch	0.32	high	vb2
16.00	3.00	0.75	1.00	-1.28	1.00	girlsch	0.32	high	vb2
16.00	4.00	1.04	1.00	0.54	1.00	girlsch	0.32	high	vb2
16.00	5.00	0.82	1.00	1.11	1.00	girlsch	0.32	high	vb1
16.00	6.00	-0.78	1.00	0.62	1.00	girlsch	0.32	high	vb1
16.00	7.00	-0.13	1.00	0.87	1.00	girlsch	0.32	high	vb2
16.00	8.00	0.00	1.00	1.45	1.00	girlsch	0.32	high	vb1
16.00	9.00	0.68	1.00	1.94	1.00	girlsch	0.32	high	vb1
16.00	10.00	-0.06	1.00	1.36	1.00	girlsch	0.32	high	vb2
16.00	11.00	-0.06	1.00	-0.54	1.00	girlsch	0.32	high	vb2
16.00	12.00	-0.85	1.00	2.27	1.00	girlsch	0.32	high	vb2
16.00	13.00	0.19	1.00	0.95	1.00	girlsch	0.32	high	vb1
16.00	14.00	0.00	1.00	0.37	1.00	girlsch	0.32	high	vb1
16.00	15.00	-0.27	1.00	-0.04	1.00	girlsch	0.32	high	vb2
16.00	16.00	-1.96	1.00	-0.04	1.00	girlsch	0.32	high	vb2
16.00	17.00	0.61	1.00	1.11	1.00	girlsch	0.32	high	vb1
16.00	18.00	0.00	1.00	1.03	1.00	girlsch	0.32	high	vb1
16.00	19.00	-0.94	1.00	-0.62	1.00	girlsch	0.32	high	vb2
16.00	20.00	0.33	1.00	-0.46	1.00	girlsch	0.32	high	vb2
16.00	21.00	-0.49	1.00	0.37	1.00	girlsch	0.32	high	vb2
16.00	22.00	0.40	1.00	1.45	1.00	girlsch	0.32	high	vb1
16.00	23.00	-0.13	1.00	0.37	1.00	girlsch	0.32	high	vb2
16.00	24.00	-1.72	1.00	-0.29	1.00	girlsch	0.32	high	vb2
16.00	25.00	-2.11	1.00	0.04	1.00	girlsch	0.32	high	vb2
16.00	26.00	-0.94	1.00	0.45	1.00	girlsch	0.32	high	vb2
16.00	27.00	0.33	1.00	-0.04	1.00	girlsch	0.32	high	vb1
16.00	28.00	0.33	1.00	0.62	1.00	girlsch	0.32	high	vb2
16.00	29.00	-0.70	1.00	-0.62	1.00	girlsch	0.32	high	vb2
16.00	30.00	-0.42	1.00	1.28	1.00	girlsch	0.32	high	vb2
16.00	31.00	-0.27	1.00	0.62	1.00	girlsch	0.32	high	vb1
16.00	32.00	-0.06	1.00	0.54	1.00	girlsch	0.32	high	vb2
16.00	33.00	-0.49	1.00	-0.21	1.00	girlsch	0.32	high	vb2
16.00	34.00	-1.03	1.00	-0.79	1.00	girlsch	0.32	high	vb3
16.00	35.00	-1.96	1.00	-0.62	1.00	girlsch	0.32	high	vb2
16.00	36.00	0.33	1.00	0.87	1.00	girlsch	0.32	high	vb2
16.00	37.00	-1.62	1.00	0.29	1.00	girlsch	0.32	high	vb2
16.00	38.00	0.48	1.00	0.54	1.00	girlsch	0.32	high	vb2
16.00	39.00	0.82	1.00	0.12	1.00	girlsch	0.32	high	vb1
16.00	40.00	-0.78	1.00	-0.37	1.00	girlsch	0.32	high	vb2
16.00	41.00	0.61	1.00	0.54	1.00	girlsch	0.32	high	vb1
16.00	42.00	-0.62	1.00	-0.29	1.00	girlsch	0.32	high	vb2
16.00	43.00	-0.42	1.00	0.62	1.00	girlsch	0.32	high	vb2
16.00	44.00	-1.53	1.00	-0.62	1.00	girlsch	0.32	high	vb2
16.00	45.00	-0.56	1.00	1.28	1.00	girlsch	0.32	high	vb2
16.00	46.00	-1.34	1.00	-1.53	1.00	girlsch	0.32	high	vb2
16.00	47.00	-0.27	1.00	-0.12	1.00	girlsch	0.32	high	vb2
16.00	48.00	-1.22	1.00	-0.37	1.00	girlsch	0.32	high	vb3
16.00	49.00	-0.20	1.00	0.87	1.00	girlsch	0.32	high	vb1
16.00	50.00	-0.42	1.00	0.29	1.00	girlsch	0.32	high	vb2
16.00	51.00	-0.13	1.00	0.21	1.00	girlsch	0.32	high	vb2
16.00	52.00	-0.34	1.00	-1.70	1.00	girlsch	0.32	high	vb2
16.00	53.00	-0.42	1.00	1.61	1.00	girlsch	0.32	high	vb2
16.00	54.00	-0.78	1.00	-1.36	1.00	girlsch	0.32	high	vb3
16.00	55.00	-0.62	1.00	-0.12	1.00	girlsch	0.32	high	vb2
16.00	56.00	0.13	1.00	0.62	1.00	girlsch	0.32	high	vb2
16.00	57.00	0.13	1.00	0.04	1.00	girlsch	0.32	high	vb2
16.00	58.00	0.68	1.00	1.45	1.00	girlsch	0.32	high	vb1
16.00	59.00	0.40	1.00	0.21	1.00	girlsch	0.32	high	vb2
16.00	60.00	0.61	1.00	0.70	1.00	girlsch	0.32	high	vb1
16.00	61.00	1.24	1.00	1.20	1.00	girlsch	0.32	high	vb1
16.00	62.00	-1.22	1.00	-0.04	1.00	girlsch	0.32	high	vb2
16.00	63.00	0.00	1.00	0.62	1.00	girlsch	0.32	high	vb1
16.00	64.00	0.13	1.00	0.87	1.00	girlsch	0.32	high	vb1
16.00	65.00	-0.34	1.00	-0.12	1.00	girlsch	0.32	high	vb2
16.00	66.00	0.97	1.00	1.20	1.00	girlsch	0.32	high	vb1
16.00	67.00	0.61	1.00	1.45	1.00	girlsch	0.32	high	vb1
16.00	68.00	0.68	1.00	0.70	1.00	girlsch	0.32	high	vb1
16.00	69.00	-0.56	1.00	-0.29	1.00	girlsch	0.32	high	vb2
16.00	70.00	-0.13	1.00	0.12	1.00	girlsch	0.32	high	vb2
16.00	71.00	-0.27	1.00	1.03	1.00	girlsch	0.32	high	vb2
16.00	72.00	-0.70	1.00	-0.87	1.00	girlsch	0.32	high	vb2
16.00	73.00	0.54	1.00	1.03	1.00	girlsch	0.32	high	vb1
16.00	74.00	-1.22	1.00	-1.61	1.00	girlsch	0.32	high	vb3
16.00	75.00	-0.94	1.00	0.21	1.00	girlsch	0.32	high	vb2
16.00	76.00	-0.78	1.00	0.12	1.00	girlsch	0.32	high	vb2
16.00	77.00	-0.34	1.00	-0.95	1.00	girlsch	0.32	high	vb2
16.00	78.00	-0.34	1.00	0.62	1.00	girlsch	0.32	high	vb2
16.00	79.00	-0.49	1.00	-0.62	1.00	girlsch	0.32	high	vb2
16.00	80.00	0.00	1.00	1.94	1.00	girlsch	0.32	high	vb1
16.00	81.00	-0.85	1.00	-0.29	1.00	girlsch	0.32	high	vb2
16.00	82.00	-0.13	1.00	1.20	1.00	girlsch	0.32	high	vb2
16.00	83.00	-0.78	1.00	0.45	1.00	girlsch	0.32	high	vb1
16.00	84.00	0.90	1.00	0.54	1.00	girlsch	0.32	high	vb1
16.00	85.00	-0.78	1.00	0.37	1.00	girlsch	0.32	high	vb1
16.00	86.00	0.00	1.00	0.54	1.00	girlsch	0.32	high	vb2
16.00	87.00	0.40	1.00	1.11	1.00	girlsch	0.32	high	vb1
16.00	88.00	-0.70	1.00	-1.03	1.00	girlsch	0.32	high	vb3
17.00	1.00	-0.85	1.00	-0.79	1.00	mixedsch	-0.12	mid	vb2
17.00	2.00	0.54	1.00	-0.29	0.00	mixedsch	-0.12	mid	vb2
17.00	3.00	0.33	1.00	0.95	1.00	mixedsch	-0.12	mid	vb1
17.00	4.00	-2.51	1.00	-1.70	1.00	mixedsch	-0.12	mid	vb3
17.00	5.00	-0.34	1.00	-0.54	0.00	mixedsch	-0.12	mid	vb2
17.00	6.00	-0.27	1.00	-2.19	0.00	mixedsch	-0.12	mid	vb3
17.00	7.00	-1.62	1.00	-2.03	0.00	mixedsch	-0.12	mid	vb3
17.00	8.00	-0.20	1.00	-0.12	1.00	mixedsch	-0.12	mid	vb2
17.00	9.00	-0.56	1.00	0.21	1.00	mixedsch	-0.12	mid	vb2
17.00	10.00	-1.22	1.00	-1.20	1.00	mixedsch	-0.12	mid	vb3
17.00	11.00	-1.53	1.00	-0.54	1.00	mixedsch	-0.12	mid	vb2
17.00	12.00	0.82	1.00	1.36	1.00	mixedsch	-0.12	mid	vb2
17.00	13.00	0.07	1.00	-0.70	1.00	mixedsch	-0.12	mid	vb2
17.00	14.00	0.90	1.00	-0.21	1.00	mixedsch	-0.12	mid	vb1
17.00	15.00	-0.20	1.00	-1.70	1.00	mixedsch	-0.12	mid	vb2
17.00	16.00	-0.85	1.00	-0.37	1.00	mixedsch	-0.12	mid	vb2
17.00	17.00	0.54	1.00	1.20	0.00	mixedsch	-0.12	mid	vb1
17.00	18.00	1.37	1.00	1.69	1.00	mixedsch	-0.12	mid	vb1
17.00	19.00	-1.34	1.00	0.04	1.00	mixedsch	-0.12	mid	vb2
17.00	20.00	-1.12	1.00	-0.54	0.00	mixedsch	-0.12	mid	vb2
17.00	21.00	-2.51	1.00	-1.78	1.00	mixedsch	-0.12	mid	vb3
17.00	22.00	0.33	1.00	0.37	1.00	mixedsch	-0.12	mid	vb2
17.00	23.00	-0.42	1.00	0.37	1.00	mixedsch	-0.12	mid	vb1
17.00	24.00	0.07	1.00	-2.36	1.00	mixedsch	-0.12	mid	vb3
17.00	25.00	-0.94	1.00	-0.70	1.00	mixedsch	-0.12	mid	vb2
17.00	26.00	-0.27	1.00	-0.21	1.00	mixedsch	-0.12	mid	vb2
17.00	27.00	0.00	1.00	0.54	0.00	mixedsch	-0.12	mid	vb2
17.00	28.00	-0.42	1.00	0.95	0.00	mixedsch	-0.12	mid	vb1
17.00	29.00	0.33	1.00	-0.54	0.00	mixedsch	-0.12	mid	vb2
17.00	30.00	-0.20	1.00	-1.12	1.00	mixedsch	-0.12	mid	vb2
17.00	31.00	0.40	1.00	0.62	1.00	mixedsch	-0.12	mid	vb2
17.00	32.00	0.33	1.00	2.27	1.00	mixedsch	-0.12	mid	vb2
17.00	33.00	-0.42	1.00	-0.21	1.00	mixedsch	-0.12	mid	vb2
17.00	34.00	-1.03	1.00	-0.29	0.00	mixedsch	-0.12	mid	vb2
17.00	35.00	0.61	1.00	-0.12	0.00	mixedsch	-0.12	mid	vb2
17.00	36.00	-1.84	1.00	-2.11	0.00	mixedsch	-0.12	mid	vb2
17.00	37.00	1.18	1.00	0.62	1.00	mixedsch	-0.12	mid	vb1
17.00	38.00	-0.42	1.00	-1.70	0.00	mixedsch	-0.12	mid	vb3
17.00	39.00	0.13	1.00	1.03	1.00	mixedsch	-0.12	mid	vb1
17.00	40.00	1.18	1.00	1.86	0.00	mixedsch	-0.12	mid	vb1
17.00	41.00	-0.56	1.00	0.70	1.00	mixedsch	-0.12	mid	vb2
17.00	42.00	1.31	1.00	1.69	1.00	mixedsch	-0.12	mid	vb1
17.00	43.00	0.54	1.00	-0.46	1.00	mixedsch	-0.12	mid	vb2
17.00	44.00	-0.20	1.00	0.78	1.00	mixedsch	-0.12	mid	vb1
17.00	45.00	-2.51	1.00	-1.53	1.00	mixedsch	-0.12	mid	vb3
17.00	46.00	-0.06	1.00	-0.54	1.00	mixedsch	-0.12	mid	vb2
17.00	47.00	-1.12	1.00	-1.03	1.00	mixedsch	-0.12	mid	vb3
17.00	48.00	-1.34	1.00	0.21	0.00	mixedsch	-0.12	mid	vb2
17.00	49.00	1.11	1.00	0.95	1.00	mixedsch	-0.12	mid	vb2
17.00	50.00	0.40	1.00	2.27	0.00	mixedsch	-0.12	mid	vb1
17.00	51.00	-0.34	1.00	-0.87	1.00	mixedsch	-0.12	mid	vb2
17.00	52.00	-0.34	1.00	0.29	1.00	mixedsch	-0.12	mid	vb3
17.00	53.00	-0.13	1.00	-0.12	1.00	mixedsch	-0.12	mid	vb2
17.00	54.00	0.26	1.00	0.62	1.00	mixedsch	-0.12	mid	vb2
17.00	55.00	-0.78	1.00	0.37	1.00	mixedsch	-0.12	mid	vb2
17.00	56.00	-1.34	1.00	-2.69	0.00	mixedsch	-0.12	mid	vb2
17.00	57.00	0.75	1.00	0.62	1.00	mixedsch	-0.12	mid	vb2
17.00	58.00	0.90	1.00	0.62	1.00	mixedsch	-0.12	mid	vb1
17.00	59.00	-0.42	1.00	-1.20	1.00	mixedsch	-0.12	mid	vb2
17.00	60.00	1.24	1.00	1.69	1.00	mixedsch	-0.12	mid	vb1
17.00	61.00	-0.78	1.00	-0.37	1.00	mixedsch	-0.12	mid	vb1
17.00	62.00	0.33	1.00	-0.04	1.00	mixedsch	-0.12	mid	vb1
17.00	63.00	1.51	1.00	0.45	0.00	mixedsch	-0.12	mid	vb2
17.00	64.00	-0.20	1.00	-0.70	1.00	mixedsch	-0.12	mid	vb2
17.00	65.00	0.26	1.00	-1.94	1.00	mixedsch	-0.12	mid	vb3
17.00	66.00	0.40	1.00	-0.87	1.00	mixedsch	-0.12	mid	vb2
17.00	67.00	-0.20	1.00	-0.46	1.00	mixedsch	-0.12	mid	vb2
17.00	68.00	-1.44	1.00	-1.45	1.00	mixedsch	-0.12	mid	vb3
17.00	69.00	-0.49	1.00	-0.79	1.00	mixedsch	-0.12	mid	vb2
17.00	70.00	-0.94	1.00	0.12	0.00	mixedsch	-0.12	mid	vb2
17.00	71.00	0.90	1.00	1.11	0.00	mixedsch	-0.12	mid	vb1
17.00	72.00	1.44	1.00	0.95	1.00	mixedsch	-0.12	mid	vb1
17.00	73.00	0.00	1.00	0.29	1.00	mixedsch	-0.12	mid	vb2
17.00	74.00	-0.34	1.00	0.70	1.00	mixedsch	-0.12	mid	vb2
17.00	75.00	-1.12	1.00	-0.12	1.00	mixedsch	-0.12	mid	vb2
17.00	76.00	-1.44	1.00	-0.29	1.00	mixedsch	-0.12	mid	vb2
17.00	77.00	0.07	1.00	-0.46	1.00	mixedsch	-0.12	mid	vb2
17.00	78.00	-1.22	1.00	-1.45	0.00	mixedsch	-0.12	mid	vb2
17.00	79.00	-0.49	1.00	0.54	1.00	mixedsch	-0.12	mid	vb2
17.00	80.00	0.00	1.00	0.54	1.00	mixedsch	-0.12	mid	vb2
17.00	81.00	-0.27	1.00	-0.04	1.00	mixedsch	-0.12	mid	vb2
17.00	82.00	0.13	1.00	0.62	1.00	mixedsch	-0.12	mid	vb1
17.00	83.00	0.19	1.00	-0.21	0.00	mixedsch	-0.12	mid	vb2
17.00	84.00	-1.03	1.00	-0.04	1.00	mixedsch	-0.12	mid	vb2
17.00	85.00	-1.72	1.00	-0.04	0.00	mixedsch	-0.12	mid	vb1
17.00	86.00	0.00	1.00	0.45	0.00	mixedsch	-0.12	mid	vb1
17.00	87.00	-0.27	1.00	-1.45	1.00	mixedsch	-0.12	mid	vb2
17.00	88.00	-0.62	1.00	-0.62	1.00	mixedsch	-0.12	mid	vb2
17.00	89.00	-0.62	1.00	-0.62	1.00	mixedsch	-0.12	mid	vb2
17.00	90.00	-0.13	1.00	1.61	0.00	mixedsch	-0.12	mid	vb1
17.00	91.00	-0.34	1.00	1.61	1.00	mixedsch	-0.12	mid	vb1
17.00	92.00	-0.94	1.00	0.21	1.00	mixedsch	-0.12	mid	vb1
17.00	93.00	-0.94	1.00	-0.29	0.00	mixedsch	-0.12	mid	vb2
17.00	94.00	-0.56	1.00	0.70	1.00	mixedsch	-0.12	mid	vb2
17.00	95.00	1.04	1.00	1.11	1.00	mixedsch	-0.12	mid	vb1
17.00	96.00	-0.62	1.00	-0.37	1.00	mixedsch	-0.12	mid	vb3
17.00	97.00	-1.84	1.00	0.12	1.00	mixedsch	-0.12	mid	vb2
17.00	98.00	0.68	1.00	0.04	1.00	mixedsch	-0.12	mid	vb2
17.00	99.00	-1.53	1.00	-0.46	1.00	mixedsch	-0.12	mid	vb3
17.00	100.00	0.75	1.00	0.04	1.00	mixedsch	-0.12	mid	vb2
17.00	101.00	1.04	1.00	3.02	1.00	mixedsch	-0.12	mid	vb1
17.00	102.00	-0.13	1.00	-1.12	1.00	mixedsch	-0.12	mid	vb2
17.00	103.00	0.26	1.00	-0.95	1.00	mixedsch	-0.12	mid	vb2
17.00	104.00	0.40	1.00	0.29	1.00	mixedsch	-0.12	mid	vb1
17.00	105.00	0.40	1.00	0.37	1.00	mixedsch	-0.12	mid	vb1
17.00	106.00	1.31	1.00	-0.87	1.00	mixedsch	-0.12	mid	vb2
17.00	107.00	1.18	1.00	-0.46	1.00	mixedsch	-0.12	mid	vb2
17.00	108.00	-2.11	1.00	-0.95	1.00	mixedsch	-0.12	mid	vb2
17.00	109.00	-0.06	1.00	0.12	1.00	mixedsch	-0.12	mid	vb2
17.00	110.00	-0.85	1.00	-0.29	1.00	mixedsch	-0.12	mid	vb2
17.00	111.00	0.07	1.00	0.21	1.00	mixedsch	-0.12	mid	vb2
17.00	112.00	0.26	1.00	0.29	1.00	mixedsch	-0.12	mid	vb2
17.00	113.00	0.75	1.00	0.78	1.00	mixedsch	-0.12	mid	vb1
17.00	114.00	-0.42	1.00	-1.70	0.00	mixedsch	-0.12	mid	vb3
17.00	115.00	-0.42	1.00	-0.21	1.00	mixedsch	-0.12	mid	vb2
17.00	116.00	1.04	1.00	0.45	1.00	mixedsch	-0.12	mid	vb2
17.00	117.00	0.26	1.00	1.36	0.00	mixedsch	-0.12	mid	vb1
17.00	118.00	0.40	1.00	0.04	1.00	mixedsch	-0.12	mid	vb1
17.00	119.00	-0.49	1.00	0.04	1.00	mixedsch	-0.12	mid	vb2
17.00	120.00	0.61	1.00	0.54	1.00	mixedsch	-0.12	mid	vb1
17.00	121.00	-0.34	1.00	-0.87	1.00	mixedsch	-0.12	mid	vb2
17.00	122.00	-0.70	1.00	-0.29	1.00	mixedsch	-0.12	mid	vb2
17.00	123.00	-0.85	1.00	-0.62	0.00	mixedsch	-0.12	mid	vb2
17.00	124.00	-1.84	1.00	-2.93	0.00	mixedsch	-0.12	mid	vb3
17.00	125.00	-0.78	1.00	0.12	1.00	mixedsch	-0.12	mid	vb2
17.00	126.00	-3.06	1.00	-1.86	0.00	mixedsch	-0.12	mid	vb3
18.00	1.00	-1.34	1.00	0.04	1.00	girlsch	0.14	mid	vb2
18.00	2.00	2.20	1.00	1.61	1.00	girlsch	0.14	mid	vb1
18.00	3.00	-0.70	1.00	-0.62	1.00	girlsch	0.14	mid	vb2
18.00	4.00	-0.13	1.00	-0.62	1.00	girlsch	0.14	mid	vb2
18.00	5.00	-0.42	1.00	0.54	1.00	girlsch	0.14	mid	vb2
18.00	6.00	0.82	1.00	-0.46	1.00	girlsch	0.14	mid	vb1
18.00	7.00	-0.42	1.00	-0.12	1.00	girlsch	0.14	mid	vb2
18.00	8.00	-0.49	1.00	0.04	1.00	girlsch	0.14	mid	vb2
18.00	9.00	-0.70	1.00	0.95	1.00	girlsch	0.14	mid	vb2
18.00	10.00	-0.13	1.00	-0.04	1.00	girlsch	0.14	mid	vb2
18.00	11.00	0.68	1.00	-0.04	1.00	girlsch	0.14	mid	vb1
18.00	12.00	0.75	1.00	0.21	1.00	girlsch	0.14	mid	vb1
18.00	13.00	-0.49	1.00	0.29	1.00	girlsch	0.14	mid	vb2
